timestamp,AAPL,AMZN,MSFT
1999-08-27,0.4900644,3.2125,28.90573
1999-08-30,0.4697239,2.98125,28.59575
1999-08-31,0.4938487,3.109375,28.69262
1999-09-01,0.5193926,2.976563,28.63449
1999-09-02,0.5340567,3.003125,28.46013
1999-09-03,0.5562893,3.121875,29.71943
1999-09-07,0.5780489,3.146875,29.21571
1999-09-08,0.5638579,3.071875,28.59575
1999-09-09,0.5718995,3.18125,29.15759
1999-09-10,0.5860906,3.325,29.44819
1999-09-13,0.5676422,3.165625,29.09946
1999-09-14,0.5889288,3.3,29.46757
1999-09-15,0.5704804,3.278125,28.71199
1999-09-16,0.5813602,3.2625,29.13821
1999-09-17,0.5823063,3.190625,29.89379
1999-09-20,0.5983894,3.1375,30.24252
1999-09-21,0.524123,3.1125,29.33195
1999-09-22,0.5321646,3.3,29.77755
1999-09-23,0.4791846,3.1125,28.26639
1999-09-24,0.4914835,3.25,28.1889
